2022-09-09 20:22:30.350 [http-nio-28078-exec-3] INFO  c.n.s.s.component.JwtAuthenticationTokenFilter - [doFilterInternal,43] - checking username:admin
2022-09-09 20:22:30.359 [http-nio-28078-exec-3] INFO  c.n.s.s.component.JwtAuthenticationTokenFilter - [doFilterInternal,49] - authenticated user:admin
2022-09-09 20:22:31.462 [http-nio-28078-exec-8] INFO  c.n.s.s.component.JwtAuthenticationTokenFilter - [doFilterInternal,43] - checking username:admin
2022-09-09 20:22:31.469 [http-nio-28078-exec-8] INFO  c.n.s.s.component.JwtAuthenticationTokenFilter - [doFilterInternal,49] - authenticated user:admin
2022-09-09 20:26:56.845 [http-nio-28078-exec-8] INFO  c.n.s.s.component.JwtAuthenticationTokenFilter - [doFilterInternal,43] - checking username:admin
2022-09-09 20:26:56.850 [http-nio-28078-exec-9] INFO  c.n.s.s.component.JwtAuthenticationTokenFilter - [doFilterInternal,43] - checking username:admin
2022-09-09 20:26:56.855 [http-nio-28078-exec-6] INFO  c.n.s.s.component.JwtAuthenticationTokenFilter - [doFilterInternal,43] - checking username:admin
2022-09-09 20:26:56.877 [http-nio-28078-exec-8] INFO  c.n.s.s.component.JwtAuthenticationTokenFilter - [doFilterInternal,49] - authenticated user:admin
2022-09-09 20:26:56.878 [http-nio-28078-exec-9] INFO  c.n.s.s.component.JwtAuthenticationTokenFilter - [doFilterInternal,49] - authenticated user:admin
2022-09-09 20:26:56.882 [http-nio-28078-exec-6] INFO  c.n.s.s.component.JwtAuthenticationTokenFilter - [doFilterInternal,49] - authenticated user:admin
2022-09-09 20:26:58.785 [http-nio-28078-exec-8] INFO  c.n.s.s.component.JwtAuthenticationTokenFilter - [doFilterInternal,43] - checking username:admin
2022-09-09 20:26:58.791 [http-nio-28078-exec-8] INFO  c.n.s.s.component.JwtAuthenticationTokenFilter - [doFilterInternal,49] - authenticated user:admin
2022-09-09 20:27:03.104 [http-nio-28078-exec-5] INFO  c.n.s.s.component.JwtAuthenticationTokenFilter - [doFilterInternal,43] - checking username:admin
2022-09-09 20:27:03.108 [http-nio-28078-exec-5] INFO  c.n.s.s.component.JwtAuthenticationTokenFilter - [doFilterInternal,49] - authenticated user:admin
2022-09-09 20:27:04.234 [http-nio-28078-exec-9] INFO  c.n.s.s.component.JwtAuthenticationTokenFilter - [doFilterInternal,43] - checking username:admin
2022-09-09 20:27:04.238 [http-nio-28078-exec-9] INFO  c.n.s.s.component.JwtAuthenticationTokenFilter - [doFilterInternal,49] - authenticated user:admin
2022-09-09 20:27:18.118 [http-nio-28078-exec-2] INFO  c.n.s.s.component.JwtAuthenticationTokenFilter - [doFilterInternal,43] - checking username:admin
2022-09-09 20:27:18.119 [http-nio-28078-exec-1] INFO  c.n.s.s.component.JwtAuthenticationTokenFilter - [doFilterInternal,43] - checking username:admin
2022-09-09 20:27:18.122 [http-nio-28078-exec-10] INFO  c.n.s.s.component.JwtAuthenticationTokenFilter - [doFilterInternal,43] - checking username:admin
2022-09-09 20:27:18.123 [http-nio-28078-exec-2] INFO  c.n.s.s.component.JwtAuthenticationTokenFilter - [doFilterInternal,49] - authenticated user:admin
2022-09-09 20:27:18.125 [http-nio-28078-exec-1] INFO  c.n.s.s.component.JwtAuthenticationTokenFilter - [doFilterInternal,49] - authenticated user:admin
2022-09-09 20:27:18.127 [http-nio-28078-exec-10] INFO  c.n.s.s.component.JwtAuthenticationTokenFilter - [doFilterInternal,49] - authenticated user:admin
2022-09-09 20:27:34.153 [http-nio-28078-exec-4] INFO  c.n.s.s.component.JwtAuthenticationTokenFilter - [doFilterInternal,43] - checking username:admin
2022-09-09 20:27:34.155 [http-nio-28078-exec-10] INFO  c.n.s.s.component.JwtAuthenticationTokenFilter - [doFilterInternal,43] - checking username:admin
2022-09-09 20:27:34.158 [http-nio-28078-exec-2] INFO  c.n.s.s.component.JwtAuthenticationTokenFilter - [doFilterInternal,43] - checking username:admin
2022-09-09 20:27:34.158 [http-nio-28078-exec-4] INFO  c.n.s.s.component.JwtAuthenticationTokenFilter - [doFilterInternal,49] - authenticated user:admin
2022-09-09 20:27:34.161 [http-nio-28078-exec-10] INFO  c.n.s.s.component.JwtAuthenticationTokenFilter - [doFilterInternal,49] - authenticated user:admin
2022-09-09 20:27:34.164 [http-nio-28078-exec-2] INFO  c.n.s.s.component.JwtAuthenticationTokenFilter - [doFilterInternal,49] - authenticated user:admin
2022-09-09 20:28:10.577 [http-nio-28078-exec-2] INFO  c.n.s.s.component.JwtAuthenticationTokenFilter - [doFilterInternal,43] - checking username:admin
2022-09-09 20:28:10.577 [http-nio-28078-exec-4] INFO  c.n.s.s.component.JwtAuthenticationTokenFilter - [doFilterInternal,43] - checking username:admin
2022-09-09 20:28:10.747 [http-nio-28078-exec-1] INFO  c.n.s.s.component.JwtAuthenticationTokenFilter - [doFilterInternal,43] - checking username:admin
2022-09-09 20:28:52.243 [http-nio-28078-exec-2] INFO  c.n.s.s.component.JwtAuthenticationTokenFilter - [doFilterInternal,49] - authenticated user:admin
2022-09-09 20:28:52.243 [http-nio-28078-exec-4] INFO  c.n.s.s.component.JwtAuthenticationTokenFilter - [doFilterInternal,49] - authenticated user:admin
2022-09-09 20:28:58.801 [http-nio-28078-exec-1] INFO  c.n.s.s.component.JwtAuthenticationTokenFilter - [doFilterInternal,49] - authenticated user:admin
2022-09-09 20:30:02.299 [http-nio-28078-exec-8] INFO  c.n.s.s.component.JwtAuthenticationTokenFilter - [doFilterInternal,43] - checking username:admin
2022-09-09 20:30:02.298 [http-nio-28078-exec-3] INFO  c.n.s.s.component.JwtAuthenticationTokenFilter - [doFilterInternal,43] - checking username:admin
2022-09-09 20:30:02.462 [http-nio-28078-exec-10] INFO  c.n.s.s.component.JwtAuthenticationTokenFilter - [doFilterInternal,43] - checking username:admin
2022-09-09 20:30:02.469 [http-nio-28078-exec-10] INFO  c.n.s.s.component.JwtAuthenticationTokenFilter - [doFilterInternal,49] - authenticated user:admin
2022-09-09 20:30:02.469 [http-nio-28078-exec-8] INFO  c.n.s.s.component.JwtAuthenticationTokenFilter - [doFilterInternal,49] - authenticated user:admin
2022-09-09 20:30:02.469 [http-nio-28078-exec-3] INFO  c.n.s.s.component.JwtAuthenticationTokenFilter - [doFilterInternal,49] - authenticated user:admin
2022-09-09 20:33:01.105 [SpringApplicationShutdownHook] INFO  com.alibaba.druid.pool.DruidDataSource - [close,2073] - {dataSource-3} closing ...
